gen,evals,avg_upcc,avg_upmr,avg_upcm,avg_cpdh,avg_cpah,avg_cprr,std_upcc,std_upmr,std_upcm,std_cpdh,std_cpah,std_cprr,min_upcc,min_upmr,min_upcm,min_cpdh,min_cpah,min_cprr,max_upcc,max_upmr,max_upcm,max_cpdh,max_cpah,max_cprr
20,1000,0.1893111111111116,1.0,0.5344999999999995,0.3302250000000006,0.550571428571431,0.0,0.11077647162943316,0.0,0.22633253559015104,0.10111663747870576,0.40032344066124464,0.0,0.022222222222222223,1.0,0.0,0.025,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.6,1.0,-0.0
21,1000,0.18402222222222273,1.0,0.5034999999999988,0.3298999999999996,0.4647142857142891,0.0,0.11638268812852685,0.0,0.23514528605854634,0.1058229181226831,0.3980819062474885,0.0,0.022222222222222223,1.0,0.0,0.025,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.6,1.0,-0.0
22,1000,0.18300740740740792,1.0,0.4873333333333319,0.3367499999999998,0.39557142857143257,0.0,0.12378608124286443,0.0,0.24575416804422975,0.10829675664580178,0.39459715960374797,0.0,0.022222222222222223,1.0,0.0,0.025,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.6,1.0,-0.0
23,1000,0.1828074074074071,1.0,0.48516666666666597,0.33647499999999925,0.3740000000000039,0.0,0.12481601472112522,0.0,0.24816431608468115,0.11403486034980677,0.38929753586244675,0.0,0.022222222222222223,1.0,0.0,0.025,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.625,1.0,-0.0
24,1000,0.19807407407407426,1.0,0.512,0.33485000000000076,0.4045714285714321,0.0,0.12351869065455252,0.0,0.239375112416566,0.12251725388695264,0.38991825412252834,0.0,0.022222222222222223,1.0,0.0,0.025,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.625,1.0,-0.0
25,1000,0.21106666666666718,1.0,0.5250000000000006,0.32892499999999997,0.42585714285714654,0.0,0.12433415836176404,0.0,0.23836829580387667,0.12685215557884677,0.3898884979277132,0.0,0.022222222222222223,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.625,1.0,-0.0
26,1000,0.22673333333333362,1.0,0.5434999999999998,0.3228000000000012,0.4522857142857183,0.0,0.12423485856354696,0.0,0.2378654498287243,0.13182435283360916,0.3898310466060362,0.0,0.037037037037037035,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.625,1.0,-0.0
27,1000,0.23446666666666713,1.0,0.5438333333333334,0.3169749999999994,0.4528571428571455,0.0,0.1261706969690765,0.0,0.247646197000659,0.13648250574707368,0.39680098337600456,0.0,0.022222222222222223,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
28,1000,0.24581481481481518,1.0,0.5631666666666647,0.3110000000000004,0.4754285714285749,0.0,0.1277529283405607,0.0,0.25382403134630227,0.1420748042405831,0.39554705078884894,0.0,0.022222222222222223,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
29,1000,0.2668888888888889,1.0,0.6186666666666695,0.3134750000000002,0.5227142857142885,0.0,0.12413345179521632,0.0,0.2150617482388611,0.15191790340509523,0.3842490423288169,0.0,0.05185185185185185,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
30,1000,0.2790444444444455,1.0,0.6421666666666693,0.30940000000000056,0.5435714285714309,0.0,0.12316421705243735,0.0,0.19995770386092537,0.15672552440492937,0.38051991822145914,0.0,0.08148148148148149,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
31,1000,0.2942296296296307,1.0,0.6568333333333329,0.29970000000000036,0.5572857142857136,0.0,0.1224189570390307,0.0,0.20272580003541776,0.1598394819811423,0.370691548986211,0.0,0.08148148148148149,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
32,1000,0.3071703703703711,1.0,0.6663333333333328,0.2952500000000002,0.556857142857146,0.0,0.12245700816097292,0.0,0.20869941170124243,0.16468132104157956,0.37382730925235547,0.0,0.08148148148148149,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
33,1000,0.31797777777777797,1.0,0.6564999999999998,0.2833999999999996,0.5238571428571464,0.0,0.1253476200157842,0.0,0.19616312656109103,0.1629975153184852,0.3850287823855587,0.0,0.08148148148148149,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
34,1000,0.3227851851851858,1.0,0.648999999999998,0.2769250000000002,0.47628571428571725,0.0,0.12763894207336418,0.0,0.19470519025211283,0.17145165317079977,0.3838697695833819,0.0,0.08148148148148149,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
35,1000,0.3285703703703723,1.0,0.667833333333333,0.2813500000000008,0.47114285714286014,0.0,0.13063977866464482,0.0,0.18995255255516275,0.17579015188570724,0.3930310264535138,0.0,0.08148148148148149,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.675,1.0,-0.0
36,1000,0.3484592592592605,1.0,0.6690000000000003,0.2638750000000002,0.4947142857142881,0.0,0.12651284487235068,0.0,0.19420807855951214,0.17274796489394564,0.3987897763412281,0.0,0.08888888888888889,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.675,1.0,-0.0
37,1000,0.3588814814814819,1.0,0.6894999999999992,0.27174999999999916,0.528142857142859,0.0,0.12899046635904002,0.0,0.17998695940416287,0.17047928759822986,0.3871716120053948,0.0,0.08888888888888889,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.675,1.0,-0.0
38,1000,0.3597111111111114,1.0,0.683166666666664,0.2538499999999996,0.5001428571428592,0.0,0.1243103949537323,0.0,0.19113687649314492,0.17499336415990163,0.3836984094152013,0.0,0.08148148148148149,1.0,0.0,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.675,1.0,-0.0
39,1000,0.37114074074074044,1.0,0.6866666666666645,0.2429000000000005,0.4998571428571439,0.0,0.12088362007399876,0.0,0.19490738541391647,0.17597468567950272,0.3901856962409311,0.0,0.08148148148148149,1.0,0.0,0.0,-0.0,-0.0,0.5851851851851851,1.0,1.0,0.675,1.0,-0.0
40,1000,0.3664370370370376,1.0,0.685833333333329,0.24490000000000073,0.45028571428571684,0.0,0.12575872101849872,0.0,0.1985905195230736,0.18664535890292058,0.3939567986260332,0.0,0.08148148148148149,1.0,0.0,0.0,-0.0,-0.0,0.5851851851851851,1.0,1.0,0.675,1.0,-0.0
41,1000,0.3693259259259267,1.0,0.6911666666666637,0.24132500000000123,0.4402857142857174,0.0,0.12815309752805693,0.0,0.20958894956027097,0.19320098181686307,0.38859443209220274,0.0,0.0962962962962963,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.5851851851851851,1.0,1.0,0.675,1.0,-0.0
42,1000,0.3692518518518516,1.0,0.7138333333333364,0.2585500000000015,0.4304285714285737,0.0,0.13439050014600176,0.0,0.1959953939368067,0.19837942811692907,0.3821750587233605,0.0,0.0962962962962963,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.5851851851851851,1.0,1.0,0.675,1.0,-0.0
43,1000,0.36288148148148036,1.0,0.7295000000000046,0.2668750000000015,0.39857142857143163,0.0,0.1405696580052561,0.0,0.19299330731055492,0.20325995516825185,0.3876117350427609,0.0,0.0962962962962963,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6,1.0,1.0,0.675,1.0,-0.0
